Detected CSV format: v2.1 (with device arch and worker core count)
Using user-specified architecture: p150 (CSV detected blackhole)
Architecture: blackhole, Worker cores: 110
Sorting CSV by 'HOST START TS' column...
Using operations after 'PERF_PREFILL_layer0_sliding_attention_seq1024_batch1'.
Using operations until 'PERF_PREFILL_layer0_sliding_attention_seq1024_batch1_END'.
Detected data from 1 devices. Merging device data...

🚀 Performance Report 🚀
========================

ID     Total %  Bound  OP Code                                                       Device   Device Time  Op-to-Op Gap  Cores  DRAM      DRAM %  FLOPs         FLOPs %  Math Fidelity
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  811    0.0 %         ConcatDeviceOperation                                               1         3 μs          0 μs    110                                                  BF16, BF16 => BF16
  812    0.0 %         UnaryDeviceOperation                                                1        31 μs          1 μs    110                                                        BF16 => BF16
  813    1.4 %   SLOW  SparseMatmulDeviceOperation active=128/128 x 32 x 2816 x 704        1    16,860 μs          1 μs      2   32 GB/s   6.2 %    1.0 TFLOPs   34.8 %  HiFi4 BF16 x BF16 => BF16
  814    0.0 %         PermuteDeviceOperation                                              1        35 μs          1 μs    110                                                        BF16 => BF16
  815    0.0 %         UnaryDeviceOperation                                                1        31 μs          1 μs    110                                                        BF16 => BF16
  816    1.4 %   SLOW  SparseMatmulDeviceOperation active=128/128 x 32 x 2816 x 704        1    16,861 μs          1 μs      2   32 GB/s   6.2 %    1.0 TFLOPs   34.8 %  HiFi4 BF16 x BF16 => BF16
  817    0.0 %         PermuteDeviceOperation                                              1        35 μs          1 μs    110                                                        BF16 => BF16
  818    0.0 %         UnaryDeviceOperation                                                1        57 μs          1 μs    110                                                        BF16 => BF16
  819    0.0 %         BinaryNgDeviceOperation                                             1        41 μs          0 μs    110                                                  BF16, BF16 => BF16
  820    0.0 %         UnaryDeviceOperation                                                1       121 μs          0 μs    110                                                        BF16 => BF16
  821    0.4 %   SLOW  SparseMatmulDeviceOperation active=128/128 x 32 x 704 x 2816        1     4,433 μs          1 μs      8  121 GB/s  23.6 %    3.7 TFLOPs   33.1 %  HiFi4 BF16 x BF16 => BF16
  822    0.0 %         PermuteDeviceOperation                                              1         8 μs          1 μs    110                                                        BF16 => BF16
  823    0.0 %         BinaryNgDeviceOperation                                             1       132 μs          1 μs    110                                                  BF16, BF16 => BF16
  824    0.0 %         FastReduceNCDeviceOperation                                         1        60 μs          1 μs     88                                                        BF16 => BF16
  825    0.0 %         ConcatDeviceOperation                                               1         4 μs          0 μs    110                                                  BF16, BF16 => BF16
  826    0.0 %         UnaryDeviceOperation                                                1        31 μs          1 μs    110                                                        BF16 => BF16
  827    1.4 %   SLOW  SparseMatmulDeviceOperation active=128/128 x 32 x 2816 x 704        1    16,861 μs          1 μs      2   32 GB/s   6.2 %    1.0 TFLOPs   34.8 %  HiFi4 BF16 x BF16 => BF16
  828    0.0 %         PermuteDeviceOperation                                              1        36 μs          1 μs    110                                                        BF16 => BF16
  829    0.0 %         UnaryDeviceOperation                                                1        30 μs          1 μs    110                                                        BF16 => BF16
  830    1.4 %   SLOW  SparseMatmulDeviceOperation active=128/128 x 32 x 2816 x 704        1    16,860 μs          1 μs      2   32 GB/s   6.2 %    1.0 TFLOPs   34.8 %  HiFi4 BF16 x BF16 => BF16
  831    0.0 %         PermuteDeviceOperation                                              1        36 μs          1 μs    110                                                        BF16 => BF16
  832    0.0 %         UnaryDeviceOperation                                                1        57 μs          1 μs    110                                                        BF16 => BF16
  833    0.0 %         BinaryNgDeviceOperation                                             1        41 μs          0 μs    110                                                  BF16, BF16 => BF16
  834    0.0 %         UnaryDeviceOperation                                                1       121 μs          1 μs    110                                                        BF16 => BF16
  835    0.4 %   SLOW  SparseMatmulDeviceOperation active=128/128 x 32 x 704 x 2816        1     4,433 μs          1 μs      8  121 GB/s  23.6 %    3.7 TFLOPs   33.1 %  HiFi4 BF16 x BF16 => BF16
  836    0.0 %         PermuteDeviceOperation                                              1         8 μs          1 μs    110                                                        BF16 => BF16
  837    0.0 %         BinaryNgDeviceOperation                                             1       131 μs          1 μs    110                                                  BF16, BF16 => BF16
  838    0.0 %         FastReduceNCDeviceOperation                                         1        60 μs          1 μs     88                                                        BF16 => BF16
  839    0.0 %         ConcatDeviceOperation                                               1         8 μs          1 μs    110                                                  BF16, BF16 => BF16
  840    0.0 %         UnaryDeviceOperation                                                1        31 μs          1 μs    110                                                        BF16 => BF16
  841    1.4 %   SLOW  SparseMatmulDeviceOperation active=128/128 x 32 x 2816 x 704        1    16,861 μs          1 μs      2   32 GB/s   6.2 %    1.0 TFLOPs   34.8 %  HiFi4 BF16 x BF16 => BF16
  842    0.0 %         PermuteDeviceOperation                                              1        34 μs          1 μs    110                                                        BF16 => BF16
  843    0.0 %         UnaryDeviceOperation                                                1        31 μs          1 μs    110                                                        BF16 => BF16
  844    1.4 %   SLOW  SparseMatmulDeviceOperation active=128/128 x 32 x 2816 x 704        1    16,860 μs          1 μs      2   32 GB/s   6.2 %    1.0 TFLOPs   34.8 %  HiFi4 BF16 x BF16 => BF16
  845    0.0 %         PermuteDeviceOperation                                              1        34 μs          1 μs    110                                                        BF16 => BF16
  846    0.0 %         UnaryDeviceOperation                                                1        57 μs          1 μs    110                                                        BF16 => BF16
  847    0.0 %         BinaryNgDeviceOperation                                             1        41 μs          0 μs    110                                                  BF16, BF16 => BF16
  848    0.0 %         UnaryDeviceOperation                                                1       121 μs          1 μs    110                                                        BF16 => BF16
  849    0.4 %   SLOW  SparseMatmulDeviceOperation active=128/128 x 32 x 704 x 2816        1     4,432 μs          1 μs      8  121 GB/s  23.6 %    3.7 TFLOPs   33.1 %  HiFi4 BF16 x BF16 => BF16
  850    0.0 %         PermuteDeviceOperation                                              1         8 μs          1 μs    110                                                        BF16 => BF16
  851    0.0 %         BinaryNgDeviceOperation                                             1       133 μs          1 μs    110                                                  BF16, BF16 => BF16
  852    0.0 %         FastReduceNCDeviceOperation                                         1        60 μs          1 μs     88                                                        BF16 => BF16
  853    0.0 %         ConcatDeviceOperation                                               1         6 μs          0 μs    110                                                  BF16, BF16 => BF16
  854    0.0 %         UnaryDeviceOperation                                                1        31 μs          1 μs    110                                                        BF16 => BF16
  855    1.4 %   SLOW  SparseMatmulDeviceOperation active=128/128 x 32 x 2816 x 704        1    16,861 μs          1 μs      2   32 GB/s   6.2 %    1.0 TFLOPs   34.8 %  HiFi4 BF16 x BF16 => BF16
  856    0.0 %         PermuteDeviceOperation                                              1        36 μs          1 μs    110                                                        BF16 => BF16
  857    0.0 %         UnaryDeviceOperation                                                1        31 μs          1 μs    110                                                        BF16 => BF16
  858    1.4 %   SLOW  SparseMatmulDeviceOperation active=128/128 x 32 x 2816 x 704        1    16,861 μs          1 μs      2   32 GB/s   6.2 %    1.0 TFLOPs   34.8 %  HiFi4 BF16 x BF16 => BF16
  859    0.0 %         PermuteDeviceOperation                                              1        36 μs          1 μs    110                                                        BF16 => BF16
  860    0.0 %         UnaryDeviceOperation                                                1        57 μs          1 μs    110                                                        BF16 => BF16
  861    0.0 %         BinaryNgDeviceOperation                                             1        41 μs          0 μs    110                                                  BF16, BF16 => BF16
  862    0.0 %         UnaryDeviceOperation                                                1       121 μs          0 μs    110                                                        BF16 => BF16
  863    0.4 %   SLOW  SparseMatmulDeviceOperation active=128/128 x 32 x 704 x 2816        1     4,433 μs          1 μs      8  121 GB/s  23.6 %    3.7 TFLOPs   33.1 %  HiFi4 BF16 x BF16 => BF16
  864    0.0 %         PermuteDeviceOperation                                              1         8 μs          1 μs    110                                                        BF16 => BF16
  865    0.0 %         BinaryNgDeviceOperation                                             1       132 μs          1 μs    110                                                  BF16, BF16 => BF16
  866    0.0 %         FastReduceNCDeviceOperation                                         1        59 μs          1 μs     88                                                        BF16 => BF16
  867    0.0 %         ConcatDeviceOperation                                               1         7 μs          1 μs    110                                                  BF16, BF16 => BF16
  868    0.0 %         UnaryDeviceOperation                                                1        31 μs          1 μs    110                                                        BF16 => BF16
  869    1.4 %   SLOW  SparseMatmulDeviceOperation active=128/128 x 32 x 2816 x 704        1    16,860 μs          1 μs      2   32 GB/s   6.2 %    1.0 TFLOPs   34.8 %  HiFi4 BF16 x BF16 => BF16
  870    0.0 %         PermuteDeviceOperation                                              1        35 μs          1 μs    110                                                        BF16 => BF16
  871    0.0 %         UnaryDeviceOperation                                                1        31 μs          1 μs    110                                                        BF16 => BF16
  872    1.4 %   SLOW  SparseMatmulDeviceOperation active=128/128 x 32 x 2816 x 704        1    16,860 μs          1 μs      2   32 GB/s   6.2 %    1.0 TFLOPs   34.8 %  HiFi4 BF16 x BF16 => BF16
  873    0.0 %         PermuteDeviceOperation                                              1        35 μs          1 μs    110                                                        BF16 => BF16
  874    0.0 %         UnaryDeviceOperation                                                1        57 μs          1 μs    110                                                        BF16 => BF16
  875    0.0 %         BinaryNgDeviceOperation                                             1        41 μs          1 μs    110                                                  BF16, BF16 => BF16
  876    0.0 %         UnaryDeviceOperation                                                1       120 μs          1 μs    110                                                        BF16 => BF16
